CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
70,0.49450549,0.62453532,0.05263158,0.0,0.64285714,1.0,7.17e-05,0.30769231,9.0
71,0.46428571,0.36363636,0.58730159,0.75,0.0,0.75,0.00092741,0.28571429,0.35135135
72,0.54545455,0.6,0.0,0.0,0.45454545,1.0,0.0,0.2,30.0
73,0.6025641,0.65254237,0.12149533,0.0,0.46153846,1.0,0.00020072,0.33333333,3.61538462
74,0.60714286,0.69230769,0.12820513,0.0,0.25,1.0,0.00012533,0.28571429,3.4
75,0.6025641,0.66857143,0.05050505,0.0,0.53846154,1.0,7.72e-05,0.33333333,9.4
76,0.50549451,0.55400697,0.08,0.0,0.57142857,1.0,0.00011472,0.30769231,5.75
77,0.66666667,0.6,0.63636364,0.75,0.0,0.75,0.00070126,0.33333333,0.28571429
78,0.61818182,0.68571429,0.0,0.0,0.54545455,1.0,0.0,0.3,34.0
79,0.61904762,0.65853659,0.40909091,0.42857143,0.14285714,1.0,0.00051552,0.33333333,0.72222222
80,0.66666667,0.6,0.84313725,1.0,0.0,0.75,0.00215388,0.33333333,0.09302326
81,0.5,0.45,0.55555556,0.625,0.0,0.75,0.00087728,0.28571429,0.4
82,0.4,0.47368421,0.51111111,0.54545455,0.27272727,0.81818182,0.00083905,0.1,0.47826087
83,0.57142857,0.64864865,0.51020408,0.42857143,0.14285714,0.85714286,0.000716,0.16666667,0.48
84,0.6,0.6,0.59090909,0.5,0.0,1.0,0.00086858,0.4,0.34615385
85,0.42424242,0.55813953,0.13846154,0.0,0.41666667,0.91666667,0.00015051,0.09090909,3.11111111
86,0.63636364,0.68835616,0.0,0.0,0.58333333,1.0,0.0,0.36363636,42.0
87,0.63636364,0.69339623,0.01408451,0.0,0.45454545,1.0,1.824e-05,0.4,35.0
88,0.63888889,0.63888889,0.0,0.0,0.33333333,1.0,0.0,0.375,23.0
89,0.53333333,0.5625,0.8974359,1.0,0.0,0.83333333,0.00467696,0.2,0.05714286
90,0.50833333,0.58974359,0.0,0.0,0.625,1.0,0.0,0.26666667,61.0
91,0.63888889,0.64705882,0.0,0.0,0.33333333,1.0,0.0,0.5,23.0
92,0.66666667,0.75,0.42857143,0.33333333,0.0,0.83333333,0.0005011,0.2,0.66666667
93,0.64444444,0.7012987,0.07936508,0.0,0.3,1.0,0.0001003,0.44444444,5.8
94,0.32051282,0.4368932,0.35897436,0.30769231,0.23076923,0.84615385,0.00043233,0.08333333,0.89285714
95,0.65151515,0.70529801,0.23214286,0.0,0.5,1.0,0.00043481,0.36363636,1.65384615
96,0.65454545,0.69955157,0.0,0.0,0.54545455,1.0,0.0,0.4,36.0
97,0.65151515,0.72887324,0.14,0.0,0.83333333,1.0,0.00023413,0.45454545,3.07142857
98,0.80555556,0.83636364,0.10769231,0.0,0.77777778,1.0,0.00015599,0.5,4.14285714
99,0.66666667,0.6,0.80952381,0.5,0.0,0.75,0.00170307,0.33333333,0.11764706
100,1.0,0.0,1.0,1.0,0.0,0.0,0.00220264,1.0,0.0
101,0.57777778,0.575,0.52727273,0.5,0.4,1.0,0.00116349,0.33333333,0.44827586
102,0.66666667,0.0,0.42857143,0.33333333,0.0,0.0,0.00020032,0.5,0.66666667
103,0.66666667,0.0,0.42857143,0.33333333,0.0,0.0,0.00020032,0.5,0.66666667
104,0.33333333,0.0,0.73684211,1.0,0.0,0.0,0.00093539,0.2,0.17857143
105,0.66666667,0.64285714,0.35483871,0.0,0.0,1.0,0.00036748,0.4,0.90909091
106,0.66666667,0.67346939,0.28205128,0.0,0.28571429,1.0,0.00031504,0.33333333,1.27272727
107,0.52727273,0.65413534,0.6,0.63636364,0.27272727,1.0,0.0015869,0.3,0.33333333
108,0.83333333,0.75,0.76744186,1.0,0.0,1.0,0.00165298,0.66666667,0.15151515
109,0.66666667,0.58695652,0.24324324,0.0,0.14285714,1.0,0.00025776,0.5,1.55555556
110,0.66666667,0.53333333,0.24324324,0.0,0.14285714,1.0,0.00025776,0.5,1.55555556
111,0.66666667,0.66666667,0.0,0.0,0.14285714,1.0,0.0,0.5,14.0
112,0.6,0.65957447,0.0,0.0,0.5,1.0,0.0,0.33333333,27.0
113,0.67857143,0.75949367,0.05,0.0,0.25,1.0,5.013e-05,0.28571429,9.5
114,0.57142857,0.65454545,0.11111111,0.0,0.125,1.0,0.00010026,0.28571429,4.0
115,0.5,0.65,0.49295775,0.22222222,0.11111111,1.0,0.00077996,0.25,0.51428571
116,1.0,1.0,0.52,0.75,0.0,1.0,0.00065117,1.0,0.46153846
117,0.7,0.8,0.63157895,0.8,0.0,0.8,0.00096192,0.25,0.29166667
118,0.68181818,0.73602484,0.04255319,0.0,0.75,1.0,6.689e-05,0.36363636,11.25
119,0.68888889,0.71351351,0.04615385,0.0,0.5,1.0,6.018e-05,0.44444444,10.33333333
120,0.68888889,0.70108696,0.0,0.0,0.4,1.0,0.0,0.44444444,31.0
121,0.68888889,0.70879121,0.38,0.3,0.5,1.0,0.00076229,0.44444444,0.81578947
122,0.38333333,0.78151261,0.34751773,0.25,0.625,1.0,0.00061508,0.13333333,0.93877551
123,0.69090909,0.7219917,0.02564103,0.0,0.63636364,1.0,3.648e-05,0.5,19.0
124,0.46428571,0.36363636,0.58064516,0.75,0.0,0.75,0.00090235,0.28571429,0.36111111
125,0.7,0.6,0.0,0.0,0.0,1.0,0.0,0.5,7.0
126,0.7,0.64285714,0.0,0.0,0.0,1.0,0.0,0.5,7.0
127,0.7,0.64285714,0.22222222,0.0,0.0,1.0,0.00016032,0.5,1.75
128,0.6,0.65217391,0.48571429,0.33333333,0.0,0.83333333,0.00056792,0.2,0.52941176
129,1.0,0.0,1.0,1.0,0.0,0.0,0.00140168,1.0,0.0
130,0.62222222,0.6971831,0.0,0.0,0.5,1.0,0.0,0.33333333,28.0
131,0.57142857,0.66101695,0.50769231,0.375,0.25,1.0,0.00082715,0.28571429,0.48484848
132,0.34640523,0.47213115,0.12396694,0.0,0.5,1.0,0.00016744,0.17647059,3.53333333
133,1.0,0.0,0.9,1.0,0.0,0.0,0.00180252,1.0,0.05555556
134,0.61111111,0.74193548,0.0,0.0,0.33333333,1.0,0.0,0.375,22.0
135,0.71428571,0.75862069,0.0,0.0,0.25,1.0,0.0,0.28571429,20.0
136,0.71428571,0.75,0.34782609,0.14285714,0.28571429,1.0,0.00045824,0.33333333,0.9375
137,0.71428571,0.70909091,0.0,0.0,0.28571429,1.0,0.0,0.33333333,15.0
138,0.80952381,0.82608696,0.17073171,0.0,0.28571429,1.0,0.00020048,0.5,2.42857143
139,0.71111111,0.74210526,0.09859155,0.0,0.6,1.0,0.00014042,0.44444444,4.57142857
140,0.71111111,0.73404255,0.0,0.0,0.5,1.0,0.0,0.44444444,32.0
141,0.80952381,0.82608696,0.17073171,0.0,0.28571429,1.0,0.00020048,0.5,2.42857143
142,1.0,0.0,0.83333333,1.0,0.0,0.0,0.0010014,1.0,0.1
143,0.52777778,0.48,0.48648649,0.22222222,0.22222222,1.0,0.00080225,0.25,0.52777778
144,0.5,0.57534247,0.45454545,0.22222222,0.33333333,0.88888889,0.00066854,0.125,0.6
145,0.80952381,0.81428571,0.24444444,0.14285714,0.42857143,1.0,0.00031504,0.5,1.54545455
146,1.0,0.0,1.0,1.0,0.0,0.0,0.00080096,1.0,0.0
147,0.60714286,0.75,0.0,0.0,0.25,0.875,0.0,0.14285714,17.0
148,0.47222222,0.76190476,0.5,0.44444444,0.22222222,0.66666667,0.00075768,0.125,0.5
149,1.0,0.0,1.0,1.0,0.0,0.0,0.00220264,1.0,0.0
150,0.48717949,0.61809045,0.0,0.0,0.61538462,1.0,0.0,0.25,38.0
151,0.72727273,0.76923077,0.0,0.0,0.72727273,1.0,0.0,0.5,40.0
152,0.73333333,0.75,0.21428571,0.0,0.0,1.0,0.00020044,0.4,1.83333333
153,0.83333333,0.75,0.77777778,1.0,0.0,1.0,0.00175316,0.66666667,0.14285714
154,1.0,0.0,0.75,1.0,0.0,0.0,0.00060084,1.0,0.16666667
155,1.0,1.0,0.21052632,0.16666667,0.0,1.0,0.00026725,1.0,1.875
156,1.0,0.0,1.0,1.0,0.0,0.0,0.00240288,1.0,0.0
157,0.75,0.79054054,0.19402985,0.0,0.55555556,1.0,0.0002897,0.375,2.07692308
158,0.27272727,0.34883721,0.59459459,0.72727273,0.18181818,0.63636364,0.00080257,0.1,0.34090909
159,0.85714286,0.88461538,0.2173913,0.14285714,0.42857143,1.0,0.0002864,0.5,1.8
160,0.75,0.78947368,0.06666667,0.0,0.5,1.0,7.52e-05,0.42857143,7.0
161,0.75,0.7755102,0.0,0.0,0.44444444,1.0,0.0,0.5,27.0
162,0.55555556,0.6375,0.16666667,0.0,0.33333333,0.88888889,0.00017828,0.125,2.5
163,0.75,0.73943662,0.0,0.0,0.55555556,1.0,0.0,0.5,27.0
164,0.53333333,0.52941176,0.62790698,0.66666667,0.0,0.83333333,0.00090198,0.2,0.2962963
165,0.53333333,0.5625,0.54285714,0.5,0.0,0.83333333,0.00063473,0.2,0.42105263
166,0.83333333,0.75,0.84848485,1.0,0.0,1.0,0.00280505,0.66666667,0.08928571
167,1.0,0.0,0.71428571,1.0,0.0,0.0,0.0005007,1.0,0.2
168,1.0,0.0,1.0,1.0,0.0,0.0,0.0030036,1.0,0.0
169,0.76190476,0.73770492,0.11111111,0.0,0.28571429,1.0,0.00011456,0.5,4.0
170,0.76190476,0.73770492,0.11111111,0.0,0.28571429,1.0,0.00011456,0.5,4.0
171,0.76190476,0.7,0.13513514,0.0,0.14285714,1.0,0.0001432,0.5,3.2
172,0.76190476,0.71186441,0.0,0.0,0.14285714,1.0,0.0,0.66666667,16.0
173,1.0,0.0,1.0,1.0,0.0,0.0,0.0010012,1.0,0.0
174,1.0,0.0,1.0,1.0,0.0,0.0,0.00240288,1.0,0.0
175,1.0,0.0,1.0,1.0,0.0,0.0,0.00180216,1.0,0.0
176,1.0,0.0,1.0,1.0,0.0,0.0,0.00080096,1.0,0.0
177,1.0,0.0,1.0,1.0,0.0,0.0,0.00260312,1.0,0.0
178,1.0,0.0,1.0,1.0,0.0,0.0,0.00240288,1.0,0.0
179,1.0,0.0,0.93548387,1.0,0.0,0.0,0.00290407,1.0,0.03448276
180,0.77777778,0.80392157,0.2,0.0,0.66666667,1.0,0.00031198,0.5,2.0
181,0.68888889,0.73684211,0.07462687,0.0,0.7,1.0,0.0001003,0.44444444,6.2
182,0.77777778,0.76973684,0.03448276,0.0,0.77777778,1.0,4.457e-05,0.5,14.0
183,0.77777778,0.76973684,0.53719008,0.55555556,0.77777778,1.0,0.0014485,0.5,0.43076923
184,1.0,1.0,0.73913043,1.0,0.0,1.0,0.00113515,1.0,0.17647059
185,0.77777778,0.75,0.0,0.0,0.66666667,1.0,0.0,0.625,28.0
186,0.77777778,0.78440367,0.0,0.0,0.9,1.0,0.0,0.55555556,35.0
187,1.0,0.0,1.0,1.0,0.0,0.0,0.00240288,1.0,0.0
188,0.78571429,0.79245283,0.0,0.0,0.5,1.0,0.0,0.57142857,22.0
189,0.78571429,0.8,0.27868852,0.125,0.625,1.0,0.00042611,0.57142857,1.29411765
190,0.9,0.875,0.33333333,0.2,0.0,1.0,0.00036072,0.75,1.0
191,1.0,0.0,1.0,1.0,0.0,0.0,0.00320384,1.0,0.0
192,0.8,0.84615385,0.0,0.0,0.0,1.0,0.0,0.4,12.0
193,0.8,0.84615385,0.31428571,0.0,0.0,1.0,0.00036748,0.4,1.09090909
194,0.8,0.78947368,0.80246914,0.6,0.0,1.0,0.00260521,0.5,0.12307692
195,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.5,8.0
196,0.8,0.78947368,0.2,0.0,0.0,1.0,0.00016032,0.5,2.0
197,0.80952381,0.88732394,0.33333333,0.0,0.28571429,1.0,0.00048688,0.33333333,1.0
198,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.6,12.0
199,0.8,0.78947368,0.25,0.0,0.0,1.0,0.00026725,0.6,1.5
200,0.8,0.72972973,0.17241379,0.0,0.0,1.0,0.00016703,0.6,2.4
201,0.80555556,0.8313253,0.0,0.0,0.66666667,1.0,0.0,0.5,29.0
202,1.0,0.0,1.0,1.0,0.0,0.0,0.00160192,1.0,0.0
203,0.80952381,0.82608696,0.0,0.0,0.28571429,1.0,0.0,0.5,17.0
204,0.80952381,0.79411765,0.0,0.0,0.28571429,1.0,0.0,0.66666667,17.0
205,0.4,0.0,0.71428571,1.0,0.0,0.0,0.0008016,0.25,0.2
206,1.0,0.0,1.0,1.0,0.0,0.0,0.00180216,1.0,0.0
207,1.0,1.0,0.94059406,1.0,0.0,1.0,0.00634348,1.0,0.03157895
208,0.35714286,0.36,0.56521739,0.5,0.125,0.625,0.00065169,0.14285714,0.38461538
209,1.0,0.0,1.0,1.0,0.0,0.0,0.0020024,1.0,0.0
210,1.0,1.0,0.57142857,0.33333333,0.0,1.0,0.00053419,1.0,0.375
211,0.93333333,0.92307692,0.42857143,0.16666667,0.0,1.0,0.00070154,0.8,0.66666667
212,0.83333333,0.75,0.33333333,0.0,0.0,1.0,0.00025045,0.66666667,1.0
213,0.83333333,0.75,0.44444444,0.25,0.0,1.0,0.00040072,0.66666667,0.625
214,0.83333333,0.75,0.52380952,0.75,0.0,1.0,0.00055099,0.66666667,0.45454545
215,1.0,0.0,0.84615385,1.0,0.0,0.0,0.00110154,1.0,0.09090909
216,1.0,0.0,0.81818182,1.0,0.0,0.0,0.00090126,1.0,0.11111111
217,0.85714286,0.84615385,0.2173913,0.0,0.57142857,1.0,0.0002864,0.66666667,1.8
218,0.85714286,0.87096774,0.15789474,0.0,0.75,1.0,0.00022559,0.57142857,2.66666667
219,0.85714286,0.85714286,0.12195122,0.0,0.42857143,1.0,0.0001432,0.66666667,3.6
220,0.85714286,0.85714286,0.26530612,0.14285714,0.42857143,1.0,0.00037232,0.66666667,1.38461538
221,0.85714286,0.85365854,0.0,0.0,0.625,1.0,0.0,0.71428571,24.0
222,0.85714286,0.82894737,0.02702703,0.0,0.28571429,1.0,2.864e-05,0.66666667,18.0
223,0.86111111,0.87301587,0.0,0.0,0.77777778,1.0,0.0,0.625,31.0
224,1.0,0.0,1.0,1.0,0.0,0.0,0.00180216,1.0,0.0
225,0.86666667,0.86666667,0.10344828,0.0,0.0,1.0,0.00010022,0.6,4.33333333
226,0.86666667,0.86666667,0.35,0.33333333,0.0,1.0,0.0004677,0.6,0.92857143
227,1.0,0.0,1.0,1.0,0.0,0.0,0.00340408,1.0,0.0
228,1.0,0.0,1.0,1.0,0.0,0.0,0.00060072,1.0,0.0
229,0.66666667,0.0,0.6,0.66666667,0.0,0.0,0.00040064,0.5,0.33333333
230,1.0,0.0,1.0,1.0,0.0,0.0,0.0020024,1.0,0.0
231,1.0,0.0,1.0,1.0,0.0,0.0,0.0020024,1.0,0.0
232,1.0,0.0,1.0,1.0,0.0,0.0,0.00220264,1.0,0.0
233,1.0,0.0,1.0,1.0,0.0,0.0,0.00180216,1.0,0.0
234,0.5,0.0,0.8125,1.0,0.0,0.0,0.00130234,0.33333333,0.11538462
235,0.9,0.875,0.41935484,0.4,0.0,1.0,0.00052104,0.75,0.69230769
236,0.9,0.875,0.30769231,0.0,0.0,1.0,0.00032064,0.75,1.125
237,0.9,0.875,0.0,0.0,0.0,1.0,0.0,0.75,9.0
238,0.9,0.875,0.4375,0.4,0.0,1.0,0.00056112,0.75,0.64285714
239,0.9,0.875,0.48571429,0.4,0.0,1.0,0.00068136,0.75,0.52941176
240,1.0,0.0,1.0,1.0,0.0,0.0,0.00280336,1.0,0.0
241,0.9047619,0.90697674,0.0952381,0.0,0.57142857,1.0,0.00011456,0.66666667,4.75
242,0.9047619,0.90697674,0.0,0.0,0.57142857,1.0,0.0,0.66666667,19.0
243,0.9047619,0.90697674,0.02564103,0.0,0.57142857,1.0,2.864e-05,0.66666667,19.0
244,0.9047619,0.90697674,0.30909091,0.0,0.57142857,1.0,0.00048688,0.66666667,1.11764706
245,1.0,0.0,1.0,1.0,0.0,0.0,0.00160192,1.0,0.0
246,1.0,0.0,1.0,1.0,0.0,0.0,0.00160192,1.0,0.0
247,1.0,0.0,0.83333333,1.0,0.0,0.0,0.0010014,1.0,0.1
248,1.0,0.0,1.0,1.0,0.0,0.0,0.00180216,1.0,0.0
249,1.0,0.0,1.0,1.0,0.0,0.0,0.00160192,1.0,0.0
250,0.5,0.0,0.72727273,1.0,0.0,0.0,0.00080144,0.33333333,0.1875
251,1.0,1.0,0.6,0.66666667,0.0,1.0,0.00060096,1.0,0.33333333
252,1.0,0.0,1.0,1.0,0.0,0.0,0.00120144,1.0,0.0
253,0.66666667,0.6,0.66666667,0.75,0.0,0.75,0.00080144,0.33333333,0.25
254,1.0,0.0,1.0,1.0,0.0,0.0,0.00160192,1.0,0.0
255,0.4,0.33333333,0.78181818,1.0,0.0,0.5,0.00143649,0.2,0.13953488
256,0.4,0.0,0.7037037,1.0,0.0,0.0,0.00076152,0.25,0.21052632
257,0.92857143,0.93103448,0.24637681,0.0,0.875,1.0,0.00042611,0.71428571,1.52941176
258,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
259,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
260,0.93333333,0.92307692,0.51724138,0.66666667,0.0,1.0,0.0010022,0.8,0.46666667
261,0.93333333,0.92307692,0.37777778,0.0,0.0,1.0,0.00056792,0.8,0.82352941
262,1.0,0.0,0.77777778,0.5,0.0,0.0,0.00070098,1.0,0.14285714
263,1.0,0.0,1.0,1.0,0.0,0.0,0.0010012,1.0,0.0
264,1.0,0.0,1.0,1.0,0.0,0.0,0.0020024,1.0,0.0
265,0.83333333,0.75,0.54545455,0.5,0.0,1.0,0.00060108,0.66666667,0.41666667
266,1.0,0.0,0.85714286,1.0,0.0,0.0,0.00120168,1.0,0.08333333
267,1.0,0.0,1.0,1.0,0.0,0.0,0.0030036,1.0,0.0
268,1.0,0.0,0.83333333,1.0,0.0,0.0,0.0010014,1.0,0.1
269,0.4,0.33333333,0.74468085,0.83333333,0.0,0.5,0.00116924,0.2,0.17142857
270,0.95238095,0.94736842,0.0,0.0,0.71428571,1.0,0.0,0.83333333,20.0
271,0.95238095,0.94736842,0.11111111,0.0,0.71428571,1.0,0.0001432,0.83333333,4.0
272,0.95238095,0.94736842,0.0,0.0,0.71428571,1.0,0.0,0.83333333,20.0
273,1.0,0.0,1.0,1.0,0.0,0.0,0.00160192,1.0,0.0
274,0.66666667,0.0,0.81818182,1.0,0.0,0.0,0.00120192,0.5,0.11111111
275,0.4,0.0,0.82222222,0.8,0.0,0.0,0.00148297,0.25,0.10810811
276,1.0,0.0,1.0,1.0,0.0,0.0,0.00320384,1.0,0.0
277,1.0,0.0,1.0,1.0,0.0,0.0,0.00060072,1.0,0.0
278,1.0,0.0,0.85714286,1.0,0.0,0.0,0.00120168,1.0,0.08333333
279,1.0,0.0,1.0,1.0,0.0,0.0,0.00180216,1.0,0.0
280,1.0,0.0,1.0,1.0,0.0,0.0,0.00180216,1.0,0.0
281,0.53333333,0.63157895,0.63636364,0.5,0.0,0.66666667,0.00093539,0.2,0.28571429
282,1.0,0.0,1.0,1.0,0.0,0.0,0.00120144,1.0,0.0
283,0.66666667,0.6,0.52941176,0.5,0.0,0.75,0.00045081,0.33333333,0.44444444
284,0.66666667,0.6,0.5,0.5,0.0,0.75,0.00040072,0.33333333,0.5
285,1.0,0.0,1.0,1.0,0.0,0.0,0.00080096,1.0,0.0
286,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00010018,1.0,3.0
287,1.0,1.0,0.2,0.0,0.0,1.0,0.00015027,1.0,2.0
288,1.0,1.0,0.53846154,0.5,0.0,1.0,0.00070126,1.0,0.42857143
289,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
290,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
291,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00010018,1.0,3.0
292,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
293,1.0,1.0,0.5,0.5,0.0,1.0,0.00060108,1.0,0.5
294,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00030054,1.0,1.0
295,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
296,1.0,1.0,0.42857143,0.25,0.0,1.0,0.00045081,1.0,0.66666667
297,1.0,1.0,0.69230769,0.75,0.0,1.0,0.00135243,1.0,0.22222222
298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
299,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
300,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
301,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
302,1.0,1.0,0.53846154,0.75,0.0,1.0,0.00070126,1.0,0.42857143
